id,product_name,description,price,rate,image_source,date,quanitity_unit,quantity_available,,category_id
29,"Nước Hoa Kẹp Cửa Gió Điều Hoà Ô Tô 
Sang Trọng, Quý Phái, 
Tinh Dầu Thơm Dùng Cho Xe Ô Tô","Tên sản phẩm: Nước hoa kẹp cửa gió điều hoà ô tô, xe hơi 
Dung tích: 12 ml 
Kích thước hộp: 130 x 70 (mm) 
Kích thước chai nước hoa: 70 x 55 (mm) 
Thành phần: Nước hoa kẹp cửa gió điều hoà ô tô 
được làm từ 100% tinh dầu thiên nhiên 
Mùi hương 
Màu Vàng: Hương chanh tươi mát, khử mùi hiệu quả 
Màu Xanh dương: Hương bạc hà thanh mát, 
khử mùi nhẹ nhàng 
Màu Đỏ: Hương hoa quả ngọt dịu, nhẹ nhàng 
Màu Tím: Hương Hoa Lavender dịu dàng, thơm nhẹ nhàng 
Khối lượng: 0.2 kg

",69000,,"https://product.hstatic.net/200000163
769/product/1._nuoc_hoa_kep_cua_gio_
dieu_hoa_o_to_a28d0c049c92434eb304d3
f291521e38_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
30,"Bộ 2 Mang Cá R-LINE Chữ 3D 
Kiểu Dáng Thể Thao Trang Trí Xe Ô Tô","Bộ 2 Mang Cá R-LINE gồm 1 cặp cho 2 bên sườn xe ô tô
Kích thước: Tổng chiểu dài Mang cá R-LINE là 43 cm
Chất liệu: Bộ 2 mang cá R-LINE làm từ hợp kim INOX cao cấp
Mang cá R-LINE thiết kế chữ nổi 3D
Phù hợp với mọi loại xe ô tô từ 4-7 chỗ
Sử dụng băng keo dính chắc chắn, không bong tróc
Màu sắc: Mang cá R-LINE gồm các màu: 
Màu Đen, Màu Đỏ, Màu Xanh dương

",109000,,"https://product.hstatic.net/2000
00163769/product/4._bo_2_mang_ca
_r-line_trang_tri_o_to_e81b9155fd224152
804cd418aa22c960_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
31,"Nẹp Dán Vân Carbon Chống Trầy 
Xước Bảo Vệ Bậc Cửa Và Cốp Xe Ô Tô 
Full Các Hãng Xe","Bộ Nẹp dán vân carbon chống trầy xước gồm:
2 miếng cửa trước: 40 cm x 7 cm
2 miếng cửa sau: 60cm x 7cm
1 miếng cốp: 90 cm x 7cm
Chất liệu: Vân carbon
Nẹp dán vân carbon chống trầy xước 
sử dụng keo dán chắc chắn, dễ dàng sử dụng
Nẹp dán vân carbon chống trầy xước sử dụng 
cho bậc cửa xe ô tô, cốp xe ô tô
Nẹp dán vân carbon chống trầy xước full logo các hang xe: 
Huyndai, Honda, Toyota, Chevrolet, Ford, Kia, Hyundai, 
Mercedes, Mitsubishi, Sport, Vinfast, Audi, Nissan, 
Suzuki, Audi, Peogoet, Lexus, Mazda,…

",20000,,"https://product.hstatic.net/20000016
3769/product/5._nep_van_carbon_chong
_tray_xuoc_dan_bac_cua_va_cop_xe_o_to
_3c6b58c3075d4bb586eb0400b6ef40e0
_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
32,"Keo Trợ Dính 3M 94 Primer 10Ml – 
Keo Hỗ Trợ Tăng Độ Dính 
Cho Băng Keo 2 Mặt, Hỗ Trợ Dán Phụ Kiện Xe","Sản phẩm là keo trợ dính cho băng keo 3M 2 mặt,không phải
là keo dính trực tiếp như keo con voi 502
",15000,,"https://product.hstatic.net/20000016376
9/product/tro_dinh_3m_ca662d50fad948
a484843e0be5bc5a1f_master.png",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
33,"Máy Hút Bụi Kiêm Bơm Lốp Ô Tô DC12V 4 in 1 
– Hút Bụi, Bơm Lốp Ô Tô, Đèn Chiếu Sáng, 
Đo Áp Suất Lốp; Bảo Hành 6 Tháng","Tên sản phẩm: Máy hút bụi kiêm bơm lốp ô tô 4 in 1 
Khối lượng: ~1.5kg
Màu sắc: Trắng + Đen
Chất liệu: Nhựa ABS cao cấp
Công suất: 100W
Điện áp: 12V -  Tẩu sạc ô tô
Phụ kiện kèm theo máy: Đầu hút dài, Đầu hút chổi, 
Ống nối gia tăng thêm chiều dài dây hút
Ứng dụng: Hút bụi ô tô, Bơm lốp ô tô, 
Đèn chiếu sáng, Đo áp suất lốp ô tô

",349000,,"https://product.hstatic.net/200000163769
/product/3._may_hut_bui_kem_bom_lop_o_to_
081629f0b10e4f1e969019d1050a7ddf_master.jpg",,,,,16080802-db3f-4dc9-8965-3ddfdb6a676e
34,"Vệ Sinh Dàn Lạnh, Vệ Sinh Điều Hoà Ô Tô, 
Dung Dịch Vệ Sinh 3M Air Conditioner Cleaner Foam 
Dạng Bọt, Hàng Chính Hãng
","Tên sản phẩm: Dung dịch vệ sinh dàn lạnh, 
vệ sinh điều hoà ô tô, 
xe hơi 3M AIR CONDITIONER CLEANER FOAM 
Thương hiệu: 3M Mỹ 
Dạng chai: Chai xịt dạng bọt, có ống dẫn kèm theo 
Dung tích: 250ml 
Thành phần: Nước, Khí hoá lỏng, Tinh dầu cam, 
Hợp chất carbon Terpenes, Chất tạo nhũ tương 
Công dụng: Giúp làm sạch và khử mùi hệ thống điều hoà 
không khí trên ô tô 
Bộ sản phẩm bao gồm: 01 chai dung dịch vệ sinh dàn lạnh 
3M air conditioner cleaner foam và 01 ống dẫn 
Khuyến nghị: 20.000km nên vệ sinh 1 lần 
Lưu ý: 
Không để sản phẩm tại nơi có nhiệt độ cao 
Tránh để sản phẩm tiếp xúc với mắt 
Hạn sử dụng: 1 năm kể từ ngày sản xuất

",199000,,"https://product.hstatic.net/200000163769
/product/3.__ve_sinh_dan_lanh_o_to_3m_air
_conditioner_cleaner_57b8c8b1724a48178f
096b9b7f300bef_master.png",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
35,"Tem Dán Ô Tô Discovery Chữ Nổi 3D 
Trang Trí Ô Tô, Xe Hơi, Tem Dán Trang Trí Ô Tô","Tên sản phẩm: Tem dán ô tô, xe hơi Discovery 3D 
Dạng chữ: Chữ Nổi 3D 
Chiều cao chữ: 3.5 cm 
Tỉ lệ chữ: 1 : 1 
Màu sắc: Đen, Bạc, Trắng, Vàng 
Chất liệu: Nhựa ABS cao cấp 
Hình thức dán: Băng keo 2 mặt chắc chắn
",79000,,"https://product.hstatic.net/200000163769
/product/13.__tem_dan_trang_tri_o_to_
discovery_757b794445ec43b093f8417f
d843828f_master.jpg",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
36,"Đèn Led Gầm Ghế Ô Tô 4 Dải Đèn, 
Mỗi Dải 12 LED, Có Điều Khiển Cao Cấp","Tên sản phẩm: Đèn LED gầm ghế ô tô 
Sử dụng nguồn 12V (Đầu tẩu ô tô) hoặc dùng cổng USB 
Công suất: 10W 
Bộ sản phẩm bao gồm: 
01 hộp điều khiển kèm cảm biến 
01 điều khiển đèn (Remote) 
01 dây nguồn (Đầu tẩu hoặc cổng USB) 
04 dải đèn LED, mỗi dải 12 LED
",115000,,"https://product.hstatic.net/2000001637
69/product/den_led_gam_cong_tau_va_
usb_6038e1c46d404da6866393b0b1452
0b0_master.png",,,,,16080802-db3f-4dc9-8965-3ddfdb6a676e
37,"Hộp Đựng Giấy Ăn 3 Chức Năng Trên Ô Tô, 
Có Đồng Hồ Và Bảng Ghi Số Điện Thoại Để Taplo - 
Tặng 01 Túi Giấy Ăn Cao cấp","Tên sản phẩm: Hộp đựng giấy ăn trên ô tô, xe hơi 3 chức năng 
Kích thước (Dài x Rộng x Cao): 24 x 12.5 x 5 cm. 
Trọng lượng: 200gr 
Màu sắc: Đen - Chất liệu: Da, Nhựa cao cấp đính đá 
Bộ sản phẩm bao gồm: 
01 hộp đựng giấy ăn 
01 đồng hồ 
01 bảng ghi số điện thoại 
06 dãy số để thay số điện thoại 
01 túi khăn giấy cao cấp 
01 miếng đế dán silicone chống trơn trượt
",185000,,"https://product.hstatic.net/200000163769
/product/6.__hop_dung_khan_giay_o_to_899c
2c53c11e4c47a8a430ef889c89dc_master.jpg",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
38,"Móc Treo Chìa Khóa Ô Tô, Xe Hơi, Xe Máy Cao Cấp 
JOBON ZB - 061A","Tên sản phẩm: Móc treo chìa khoá
Mã sản phẩm: Jobon 061A
Hãng sản xuất: JOBON 
Trọng lượng: 36g 
Kích thước: 
Dài 8,5cm x rộng 2.2cm. 
Đường kính vòng khóa to: 3cm. 
Đường kính vòng khoá nhỏ: 2.5cm
Vòng khóa khắc bằng công nghệ laze mới, sắc nét và tinh tế.
Màu sắc: Vàng đồng; Ghi Đen; Bạc Xám

",109000,,"https://product.hstatic.net/200000163769
/product/moc_treo_chia_khoa_d883377e096
84aef984e07a0196b9b30_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
39,"Túi Than Tre Hoạt Tính 
Khử Mùi, Lọc Không Khí 
Treo Xe Ô Tô, Tủ Quần Áo - Than Tre Tự Nhiên 
Khử Mùi Ẩm Mốc","Nguyên liệu: 100% than tre hoạt tính 
Trọng lượng: 50g. 
Kích thước: 17 cm x 8.5 cm 
Màu sắc: Ghi 
KHUYẾN NGHỊ: Gói 50g sử dụng cho xe 4 chỗ, 
xe 7 chỗ nên sử dụng 2 túi.

",15000,,"https://product.hstatic.net/200000163769
/product/6._tui_than_tre_hoat_tinh_khu_mui_
0f3dccd1e81d4f6482e2cbc022555c73
_master.jpg",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
40,"Xịt Dưỡng Bóng Da Và Đồ Nội Thất Oto 
FLAMINGO F096 - Hương Cà Phê","Tên sản phẩm: Xịt dưỡng bóng đồ da và nội thất ô tô 
Flamingo F096
Thương hiệu: Flamingo
Dung tích: 500ml
Hương: Cà phê
Thiết kế dạng chai xịt
Vị trí sử dụng: Đồ da, đồ nhựa, nội thất ô tô, nội thất gia đình

",85000,,"https://product.hstatic.net/200000163769
/product/xit_duong_bong_do_da_huong_ca_phe
_flamingo_f096__1__706cbcca601e428a9dbd7
a47f9ca00f1_master.png",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
41,"Bộ Chổi Cọ Rửa Lốp Ô Tô, Cọ Rửa Vành Ô Tô, 
Mâm Ô Tô, Chổi Vệ Sinh Lốp Xe 
Ô Tô Chuyên Dụng Tay Cầm Chắc Chắn","Kích thước cọ lốp ô tô: 18x14x8cm 
Kích thước cọ vành ô tô: 25x7x12cm 
Công dụng: Cọ, rửa, làm sạch vành xe, lazăng xe ô tô/xe máy 
Công nghệ mới, thiết kế độc đáo là sản phẩm không thể thiếu 
trong chăm sóc và vệ sinh xe ô tô & xe máy 
Sử dụng chung với các sản phẩm khác như: Vòi xịt rửa xe, 
găng tay lau xe, chổi lau xe... dễ dàng làm sạch xe của mình 
ngay tại nhà mà không cần mang tới gara tốn kém! 
Làm sạch dọc theo vòng tròn vành và bánh xe. 
Nên dùng thêm ít xà phòng để hiệu quả làm sạch tốt hơn 
Cấu tạo nhựa : PP chất lượng cao, đẹp bền 
và thiết thực. - Màu sắc : xám

",23000,,"https://product.hstatic.net/200000163769
/product/9._choi_co_vanh_lop_o_to_1615
d9fc409345eeb73eb6c116a3d757
_master.png",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
42,"Bộ 4 Nẹp Bước Chân Bằng Cao Su 
Chống Trơn Trượt, Chống Trầy Xước 
Bậc Cửa Lên Xuống Và 
Cốp Xe Ô Tô – Full Logo Các Hãng Xe
","Tên sản phẩm: Bộ nẹp bước chân và cốp xe ô tô
Chất liệu: Cao su chắc chắn, dày dặn, không mùi
Màu sắc: Đen – Viền Đỏ - Chữ Trắng + Đỏ
In logo các hãng xe ô tô
Trọng lượng cả bộ: 500gr
Kích thước: 
Miếng dài: 42mm x 445mm
Miếng ngắn: 42mm x 345mm
Phù hợp xe từ 4 – 7 chỗ
",99000,,"https://product.hstatic.net/200000163769
/product/toyota_-_nep_buoc_chan_cao_su_
6391d6be53e64047945c28b40a9cab
19_master.jpg",,,,,149a401d-01ed-4138-a4dc-731cf6836060
43,"Viên Sủi Rửa Kính Ô Tô, Tẩy Sạch Kính Ô Tô, 
Tạo Hiệu Ứng Lá Sen","Tên sản phẩm: Viên sủi rửa kính ô tô
Công dụng: Dùng để rửa kính ô tô, pha nước để rửa kính 
nội thất gia đình, văn phòng,...
Xuất xứ: Trung quốc
Khối lượng: 5gr
100% sinh học, thân thiện với môi trường
Trang bị sẵn trong ô tô, khỏi lỉnh kỉnh chai lọ.
Tan nhanh, không lắng cặn
Rửa kính siêu sạch, thách thức sương mù, váng dầu, bụi bẩn,...
Có hoạt chất bảo dưỡng cao su gạt mưa
",1000,,"https://product.hstatic.net/200000163769
/product/1._vien_sui_rua_kinh_o_to_07d865de
460d49f598b1c03a16590d47_master.jpg",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
44,"Ví Da Đựng Đăng Kiểm, Giấy Tờ Ô Tô Cao Cấp 
Full Logo Các Hãng, Bóp Đựng Giấy Tờ Xe","Tên sản phẩm: Ví da đựng đăng kiểm ô tô
Xuất xứ: Việt Nam 
Kích thước: 13*18cm 
Chất liệu: Da 
Trọng lượng: 100gram
Thiết kế 3 ngăn
In logo các hãng xe: Toyota, Honda, Hyundai, Mazda, Ford, Kia, 
Kia mới, Mercedes, Mitsubishi, Nissan, Chevrolet, Vinfast, 
Suzuki, Isuzu, Peugeot, Lexus, Không logo

",29000,,"https://product.hstatic.net/200000163769
/product/vi_da_dung_dang_kiem_5e6fb524b
42e45379f61e1a3fdc7ecee_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
45,"Bình Xịt Bọt Vệ Sinh Khử Mùi Hôi Điều Hòa Ô Tô 
Flamingo F020 500ml – Hàng Chính Hãng
","Tên sản phẩm: Xịt vệ sinh điều hoà ô tô Flamingo F020
Dung tích: 500ml
Thương hiệu: Flamingo
Thiết kệ dạng vòi xịt
",109000,,"https://product.hstatic.net/200000163769
/product/ve_sinh_dieu_hoa_flamingo_f020_
dbd7139866534d4d96182d38b68d3c
10_master.png",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
46,"Quạt Máy Đôi Mini 12V Xoay 360 Độ Tiện Ích 
Trên Ô Tô, Xe Hơi Cao Cấp","1.Quạt 24V - Cổng Tẩu
Kích thước: 27 x 17 x 1180cm
Màu sắc: Đen Xanh
Sử dụng cổng tẩu ô tô đầu vào: 12V - 24V
Chất liệu: Nhựa ABS cao cấp
Thiết kế Xoay 360 độ
Có 2 mức độ quạt
1.1.Quạt Cổng USB
Kích thước: 22 x 15.5 x 6.5 cm
Độ dài dây: 140cm
Màu sắc: Đen Vàng
Sử dụng cổng USB đầu vào: 5V
Chất liệu: Nhựa ABS cao cấp
Thiết kế xoay 360 độ
Có 2 mức độ quạt



",139000,,"https://product.hstatic.net/200000163769
/product/9._quat_doi_mini_b38dee79bb674
c7b9b64cf7f66f02ecf_master.jpg",,,,,16080802-db3f-4dc9-8965-3ddfdb6a676e
47,"Găng Tay Bông Rửa Xe Chuyên Dụng Sợi 
Microfiber Mẫu 2 Cho Ô Tô Tiện Dụng 
Siêu Mịn, Siêu Thấm Hút","Găng tay rửa xe mẫu 2 cho ô tô gồm nhiều sợi xúc tu được 
làm từ chất liệu vải có độ mềm mịn cao, giúp dễ dàng len lỏi 
làm sạch từng chi tiết nhỏ nhất trên xe hay đồ dùng trong 
nhà mà không gây trầy xước, bong sơn. 
Bọt có kích thước nhỏ gọn 14 x 25 cm, thiết kế quai xỏ vừa 
bàn tay tạo sự thoải mái, tiện lợi khi làm vệ sinh.
Khả năng thấm hút nhanh, tạo bọt nhiều, có thể sử dụng ở 
cả bước rửa xà phòng và lau khô. 

",39000,,"https://product.hstatic.net/200000163769
/product/1._gang_tay_rua_xe_mau_2_8ea9
dbfbb5764e81b563f38ad0489ca1_master.jpg",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
48,"Gạt Mưa Ô Tô - Gạt Mưa Bosch - Gạt Mưa 
Không Xương, Cao Su Tự Nhiên Cao Cấp","Kích thước gạt mưa bosch: Full đủ tất cả các kích thước cho 
các dòng xe từ 14inch đến 24inch 14” 
350mm 14” 
400mm 16”
450mm 18” 
500mm 20” 
550mm 22” 
600mm 24'' 
650MM 26''
Để biết thêm kích thước cho các dòng xe Toyota, Huyndai, 
Honda, Ford, Mazda quý khách vui lòng inbox 
để được tư vấn trực tiếp. 
LƯU Ý: Shop có để bảng tra kích thước chuẩn của các loại 
xe trên ảnh miêu tả sản phẩm Giá trên là giá 1 chiếc bạn 
mua 2 chiếc vui lòng chọn số lượng 2 chiếc. 
Ví dụ bạn tra bảng ra bộ 14 và 24inch. 
B1. Bạn chọn loại 16 ấn thêm giỏ hàng 
B2. Bạn ấn loại 24 bạn ấn mua và tiến hành thanh toán.

",79000,,"https://product.hstatic.net/200000163769
/product/gat_nuoc_mua_4_6157461764594335
96be58f62cedb81a_master.jpg",,,,,149a401d-01ed-4138-a4dc-731cf6836060
49,"Che Nắng Ô Tô Tự Dính Vào Kính Cửa 
Trước, Cửa Sau, Kính Lái Xe","Kích thước: 
Che tấm kính bên trước : 65 x 38 cm
Che tấm kính bên sau : 44 x 38 cm
Che kính lái: 100 x 50cm
Tấm che nắng tự dính dạng Film cách nhiệt nên sẽ mỏng 
( Giống như film cách nhiệt dán lên xe) nhưng độ hiệu 
quả về chống nắng rất cao.
Chất liệu tấm che nắng ô tô tự dính cao cấp chịu 
nhiệt bảo vệ nội thất xe bền mới

",49000,,"https://product.hstatic.net/200000163769
/product/1._che_nang_o_to_tu_dinh_43d69
d0a74b642d28d77c802dd8a9836_master.jpg",,,,,1fa4ee2b-be04-4227-b82b-ed20f9fc2c3a
50,"Tem Sport Mind Dán Xe Ô Tô - Tem Ô Tô 
Thể Thao Sport Mind","Kích thước: 35cm x 12cm 
Tem dán decal Sport mind prodeced by Sports có 6 màu: 
Đen – Đỏ 
Đỏ - Đen
Trắng - Vàng
Trắng – Đỏ 
Vàng – Đỏ 
Đỏ - Vàng
Được thiết kế bắt mắt, keo dính siêu bền, siêu chắc 
và chịu được lau rửa.",16000,,"https://product.hstatic.net/200000163769
/product/11._tem_sport_mind_trang_tri_xe_
o_to_7f7a9e51439e438caef17d6ed4111
7f8_master.jpg",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
51,"Nẹp Chống Xước Bước Chân Cửa Xe Ô Tô, Xe Hơi 
Mạ Cacbon Cao Cấp – Bản Rộng 5cm, 7cm
","Tên sản phẩm: Nẹp Chống Xước Bước Chân Cửa Xe 
Ô Tô, Xe Hơi Mạ Cacbon Cao Cấp 
Màu Sắc : Viền đen 
Kích Thước: Bản 5cm và Bản 7cm 
Tạo điểm nhấn và bảo vệ bậc cửa xe 
Chống trầy xước phần sơn ngoài thành cửa. 
Chống trầy xước phần nhựa nhám trong thành cửa. 
Có thể sử dụng dán nhiều phần khác nữa trên ô tô 
Chất liệu Cao su phủ Carbon cao cấp, không bong, 
sáng bóng lâu dài. 
Sử dụng băng dính 3M dễ dàng lắp đặt và tháo ra 
nếu không sử dụng 
Chống xước – Làm đẹp – Bảo vệ Bước chân cửa xe như mới

",25000,,"https://product.hstatic.net/200000163769
/product/13._nep_carbon_chong_xuoc_o_
to_cca179132d604d02bad3042e9b01a62
4_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
52,"Đệm Hơi, Giường Hơi Ô Tô Vải Dù Nhung 
Cao Cấp – Chân Đế Rời Tiện Dụng
","Tên sản phẩm: Đệm Hơi Xe Ô Tô
Đơn vị tính: Bộ 
Một bộ bao gồm: Túi đựng (1)+ Đệm hơi (1)+ 
Gối hơi (2) + Bơm điện (1) + Miếng vá dự phòng 
Kính thước: 135x85x45 cm 
Trọng lượng: 2.5kg 
Màu sắc: Kem, Đen, Xanh, Ghi
Chất liệu: Vải dù Nhung

",359000,,"https://product.hstatic.net/200000163769
/product/10._dem_nhung_hoi_o_to_d065acce
c480412cb9bc77b0fba32393_master.jpg",,,,,1fa4ee2b-be04-4227-b82b-ed20f9fc2c3a
53,"Móc Treo Chìa Khóa Có Logo Hãng Xe 
Cao Cấp Các Hãng Xe Ô Tô","Tên sản phẩm: Móc treo chìa khoá ô tô có logo các hãng xe ô tô 
Logo các hãng xe: Mazda, Toyota, Hyundai, Honda, 
Mercedes, Vinfast, Lexus, Vip, Chevrolet, 
Mitsubishi, Ford, Kia, Nissan, Suzuki,.... 
Kích thước: Dài x Rộng: 8cm x 2.2cm 
Khối lượng: 50g - Chất liệu: Da, Inox - Hợp kim chống gỉ

",45000,,"https://product.hstatic.net/200000163769
/product/toyota_3637d65372634859b87838e
2e875d758_master.jpg",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
54,"Bộ Miếng Dán Chống Bám Nước 
Gương Chiếu Hậu Ô Tô","Kích thước: 
Miếng ovan dùng cho gương: 10  x 15cm
Miếng chữ nhật dùng cho cửa xe: 17 x 20cm
Công nghệ phủ nano tự động từ Nhật Bản, lớp micro nano 
liên kết chặt chẽ với nhau với mật độ cân bằng, khác với cách 
phủ bằng bình xịt cấu trúc nano không ổn định, dễ bị phá vỡ 
bằng các tác động bên ngoài.
Bên trong lớp phủ nano là các lớp vật liệu HD, PET tăng 
cường độ sáng cho gương, giảm chói từ đèn pha xe khác… 
giúp film giữ được chất lượng trong thời gian dài sử dụng.

",25000,,"https://product.hstatic.net/200000163769
/product/5._mieng_dan_chong_bam_nuoc_
dan_guong_chieu_hau_o_to_a95477fb4beb
47f79348962c9e43c363_master.jpg",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
55,"Tinh Dầu Treo Xe Nguyên Chất 100% 
16 Loại Mùi Tuỳ Chọn, Khử Mùi Ô Tô, Tủ Quần Áo",,35000,,"https://product.hstatic.net/200000163769
/product/2.__tinh_dau_treo_xe_o_to_huong
_sa_df9e943f38664646bdcd0226b7af
d611_master.jpg",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
56,"Bình Xịt Dưỡng Bóng Vỏ Lốp Ô Tô, 
Phục Hồi Nhựa Đen Lốp Xe Hơi 
FLAMINGO F010 500Ml
","Tên sản phẩm: Bình Xịt Dưỡng Bóng Vỏ Lốp Ô Tô, Phục Hồi 
Nhựa Đen Lốp Xe Hơi FLAMINGO F010
Thương hiệu: FLAMINGO
Dung tích: 500ml
Khối lượng: 500gr
Thiết kế dạng xịt tiện lợi, tiết kiệm, an toàn
Thành phần an toàn cho người sử dụng
Sử dụng cho lốp xe ô tô, lốp xe máy, vỏ lốp

",85000,,"https://product.hstatic.net/200000163769
/product/xit_duong_bong_lop_flamingo_
f010_dee961cd38d5476ebe785a7b0601
cee1_master.png",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
57,"Găng Tay, Bao Tay San Hô Microfiber Chuyên Dụng 
Lau, Rửa Xe Ô Tô Siêu Mịn, Tiện Dụng","Lớp ngoài là những sợi vải microfiber siêu mềm mịn, 
giúp lau thật sạch bụi bẩn 
Thiết kế dạng găng tay, giúp người dùng thoải mái thao tác mà 
không sợ rơi hay tuột 
Giải phóng bàn tay khỏi việc phải cầm nắm, giảm cảm giác 
mỏi tay khi sử dụng liên tục 
Màu sắc lựa chọn ngẫu nhiên 
Tính năng : Dùng để lau rửa vệ sinh ô tô xe máy và các vật 
dụng trong gia đình, bảo vệ các vật dụng trong gia đình 
Kích Thước : Dài : 20cm, Rộng : 15cm 

",19000,,"https://product.hstatic.net/200000163769
/product/them_tieu_de_phu_ea1146339c21
4874b0f7a58f83c9454e_master.png",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
58,"Cây Thông Thơm Cờ Mỹ Little Trees- Cao Cấp Khử 
Mùi, Treo Xe Ô Tô, Tủ Quần Áo, Bàn Làm Việc
",,15000,,"https://product.hstatic.net/200000163769
/product/la_thong_thom_khu_mui_9576122ab
ba64381954d8c69a52d6e76_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
59,"Ăng Ten Vây Cá Mập Thu Sóng RADIO 
Dùng Cho Ô Tô","Kích thước: 17 * 7.5 * 6 (cm) 
Khối lượng: 180g 
Chất liệu: nhựa ABS, chịu được nhiệt độ cao, sơn 
tĩnh điện bóng, đẹp 
Màu sắc: Trắng - Đen - Bạc - Ghi - 
Xanh Dương- Vàng cát - Đỏ - Đỏ Đô

",59000,,"https://product.hstatic.net/200000163769
/product/13._ang_ten_vay_ca_map_b901
cae357b14f2eb1ec4971a1f70744_master.jpg",,,,,149a401d-01ed-4138-a4dc-731cf6836060
60,"Bọc Vô Lăng Cacbon Cao Cấp, 
Chống Trơn, Chống Trượt - Full Logo Các Hãng Xe
","
Phù hợp với xe từ 4-7 chỗ, đường kính vô lăng 37-38cm
Chất liệu Da - Carbon cao cấp
Cảm giác thật tay, thấm hút mồ hôi rất tốt
Full logo các hãng xe ô tô
Độ dày da: 5mm
Tên sản phẩm: Bọc vô lăng da carbon cao cấp
Đơn vị tính: Chiếc 
Kích thước: 37-38cm 
Độ dày: 5mm 
Trọng lượng: 800g… 
Màu sắc: Đen 
Chất liệu: Da thật + Vân Carbon 
Dòng sản phẩm: Bao, chụp, bọc bảo vệ vô lăng – 
tay lái ô tô xe hơi 
Xuất xứ: Hàng công ty chuẩn OEM 
Bọc vô lăng cao cấp này phù hợp với hầu hết xe 4 chỗ và 7 chỗ.


",129000,,"https://product.hstatic.net/200000163769
/product/boc_vo_lang_carbon_f58694a6ba7
448d7bc19584b5f05821f_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
61,"Băng Keo 2 Mặt Trong Suốt Chất Liệu Acrylic 
Siêu Bám Dính Siêu Chắc Chắn Dài 10 mét","Tên sản phẩm: Băng dính 2 mặt, Băng keo 2 mặt

Màu sắc: Vỏ màu đỏ, băng dính trong suốt không màu

Độ dài: 3 mét, 10 mét, 30 mét

Bề rộng: 10mm

Chất liệu: Acrylic trong suốt

Ứng dụng: Đa năng, dùng để gắn trang trí ô tô, xe máy, 
dùng trong gia đình, văn phòng, học tập, vui chơi,...",15000,,"https://product.hstatic.net/200000163769
/product/bang_dinh_2_mat_db4fe82510e2
414e875cdf0ef43da247_master.png",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
62,"Khăn Lau Xe Ô Tô 2 Lớp Dày Dặn, Mềm Mịn, 
Siêu Thấm Hút, Khăn Lau Đa Năng","- Khăn lau  chuyên dụng dùng để lau cabin, nội thất, kính hoặc 
bề mặt sơn... của xe ô tô mà không cần 
dùng hoặc dùng rất ít hóa chất làm sạch.
- Kết cấu sợi mềm đặc biệt giúp lau sạch bụi 
bẩn một cách tối đa mà không gây xước, 
không làm mất độ bóng của xe.",14000,,"https://product.hstatic.net/200000163769
/product/khan_lau_xe_2_lop_75e618594d94
4aeb8c912b744b2cc2ac_master.png",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
63,"Bộ 4 Rèm Che Nắng Xe Ô Tô Chất Liệu 
Vải Cao Cấp, Gắn Nam Châm Thông Minh","Tên sản phẩm: Rèm che nắng xe ô tô
Vị trí sử dụng: Rèm che nắng sử dụng cho 4 cửa xe ô tô
Phù hợp với xe từ 4 - 7 chỗ
Chất liệu
Rèm: Vải Satin cao cấp
Thanh gắn: Nam châm có thể uốn dẻo
Bộ Rèm che nắng xe ô tô gồm 4 rèm, cho 4 cửa xe
Kích thước
2 tấm cửa sau: 45 x 60 (cm)
2 tấm cửa trước: 45 x 75 (cm)
Màu sắc: Đen , Xám Bạc , Kem
Khối lượng cả bộ: 800g
",159000,,"https://product.hstatic.net/200000163769
/product/rem_vai_che_nang_b8c96d6bc47
b4e40a669ff1b23c3f70e_master.png",,,,,1fa4ee2b-be04-4227-b82b-ed20f9fc2c3a
